,Apache County,Cochise County,Coconino County,Gila County,Graham County,Greenlee County,La Paz County,Maricopa County,Mohave County,Navajo County,Pima County,Pinal County,Santa Cruz County,Yavapai County,Yuma County,Alameda County,Alpine County,Amador County,Butte County,Calaveras County,Colusa County,Contra Costa County,Del Norte County,El Dorado County,Fresno County,Glenn County,Humboldt County,Imperial County,Inyo County,Kern County,Kings County,Lake County,Lassen County,Los Angeles County,Madera County,Marin County,Mariposa County,Mendocino County,Merced County,Modoc County,Mono County,Monterey County,Napa County,Nevada County,Orange County,Placer County,Plumas County,Riverside County,Sacramento County,San Benito County,San Bernardino County,San Diego County,San Francisco County,San Joaquin County,San Luis Obispo County,San Mateo County,Santa Barbara County,Santa Clara County,Shasta County,Sierra County,Siskiyou County,Solano County,Sonoma County,Stanislaus County,Sutter County,Tehama County,Trinity County,Tulare County,Tuolumne County,Ventura County,Yolo County,Yuba County,Churchill County,Clark County,Douglas County,Elko County,Esmeralda County,Eureka County,Lander County,Lincoln County,Lyon County,Mineral County,Nye County,Pershing County,Storey County,Washoe County,White Pine County,Carson City
Fresno County,925.8234444,1058.849689,713.6628354,867.6447396,987.8908301,1025.387562,611.2881863,753.7142017,542.0761623,852.220424,886.2509581,868.2891394,211.0497452,681.4048236,686.6603412,222.8859482,207.2929167,206.7463159,365.038184,177.2872054,351.3402696,240.4305141,670.3297639,238.0156636,0,396.7762677,533.2386077,569.8343158,202.0040911,177.9207108,77.89630684,375.2902519,448.3763627,311.8164251,50.61110323,308.4210766,92.81522655,445.0082679,106.4109065,545.0326956,145.7476188,159.3252847,304.9543972,298.5058338,383.1170985,272.4624532,373.4715356,472.8232696,239.3978758,128.6266048,378.0322857,491.5134708,317.6415639,193.5841005,168.7473534,251.6725893,249.7253063,187.876673,490.5278058,322.1530278,591.2103445,262.001211,348.4330785,149.0076755,310.3401491,436.2920197,526.1120952,98.00458424,142.7988816,271.2575015,290.8192616,315.8020424,331.8331293,419.3061978,238.4498568,612.7694893,211.7601101,463.5079861,416.5885342,435.3577726,254.6197942,223.6171979,312.5942203,423.1096592,297.9293998,441.7789138,510.1997487,266.1074726
Glenn County,1230.378753,1427.386216,1023.774374,1217.294434,1343.610186,1371.565038,990.7048002,1124.901455,875.0004246,1162.845824,1265.710685,1235.882922,290.0499814,1030.754735,1074.716165,221.5446079,249.6715656,198.5035133,68.85084343,224.1530063,49.2974639,191.1744863,275.6819557,184.7948898,396.7762677,0,413.3060875,964.1351296,552.7002121,573.4287856,453.4375049,63.78003649,195.280814,704.6882651,352.3582936,174.9927462,312.8218326,91.29328285,305.0810129,263.0098685,358.6719939,385.8239094,121.9837531,144.0346496,777.2669699,156.4097017,141.5500969,866.8013744,157.5660836,352.0397316,762.3280926,887.9322025,215.5890812,209.6866748,499.5938696,243.2945987,600.9031992,271.987837,132.3056877,161.0941017,221.0501407,153.7657754,128.0668737,257.3848255,86.99827711,59.99170016,131.0769572,491.4411832,274.7404111,651.2410578,111.2932227,98.04574151,354.6869418,749.3252912,252.6428254,621.074563,460.8443856,525.2672283,458.876183,690.273804,283.1043888,364.6380723,546.1688908,352.429617,247.4440751,264.5763951,643.6425902,233.5434124
Humboldt County,1006.570052,1297.562173,829.8371511,1063.52831,1191.455583,1199.61499,926.6292699,1024.669749,738.1407969,953.3901169,1175.625878,1117.190361,591.9647008,896.3180736,1029.973361,529.263755,340.896203,393.7284712,351.6948634,414.3872519,427.7098127,507.4315464,490.2099588,356.2334104,533.2386077,413.3060875,0,962.0579941,542.4553162,676.0178808,611.0313281,468.7494192,223.2501568,801.9703618,487.1971517,543.2085455,453.3891085,500.5928417,518.9069352,216.729016,393.5340706,637.4286319,481.6431242,324.399627,860.3368249,341.3884843,276.493639,873.9876026,427.9828157,591.3817437,747.9724517,939.9051424,586.5330719,470.6312223,699.4659902,574.3743052,782.1167213,557.3080866,335.976424,287.1150063,367.4240496,477.2827875,519.4520307,493.6216383,402.1123074,373.8575349,426.7092818,578.6578756,408.0036912,788.7667873,441.8340363,361.6611195,208.2777322,637.2993361,305.4363756,233.8809595,405.7431522,223.0529112,190.8153714,504.3363871,280.3936149,322.4336639,408.4794083,110.2409895,248.8827575,148.8800454,351.5071645,285.8963684
Imperial County,598.8690133,540.3386994,451.664049,429.8075331,510.9360591,569.5198621,144.1346121,267.9355823,332.120328,531.4611492,349.6765289,372.3151638,749.2617011,311.6046433,138.0741624,784.5064581,738.3692226,767.5224165,924.4476638,740.341562,920.2104493,806.4353769,1233.242756,790.605308,569.8343158,964.1351296,962.0579941,0,433.8857776,402.4963401,529.4751456,945.1121012,973.8956746,298.2124757,611.8990934,869.8449601,651.4755552,1014.647509,671.8366561,1062.084905,628.6984749,650.8369464,874.0514486,848.3499225,235.7371141,824.9130005,914.0607398,97.34743498,808.0089238,656.3765382,215.8584156,132.4547146,868.8944126,763.2921472,535.8034702,801.2545032,463.7238706,739.9124356,1043.518633,861.3228336,1141.912957,831.1894501,914.9494377,717.6460404,877.1470451,998.1501567,1090.89398,473.0977161,693.0945941,378.9242023,860.457814,876.3911825,767.8962561,354.251378,755.8958504,900.714379,565.773454,775.6820903,777.5414431,512.7523214,749.2818029,668.4533223,556.6638461,866.3905695,803.4116682,936.9538908,710.305954,785.6412632
Inyo County,723.8489369,875.7866411,511.6648054,673.5759688,796.936012,830.568583,439.1946256,572.3703235,341.2848668,650.362086,713.3986769,684.2067312,412.9390349,486.2842417,528.5501847,417.5875018,311.3700359,354.8731834,503.8798647,332.1990413,514.2864951,429.8744611,810.8832959,370.1393919,202.0040911,552.7002121,542.4553162,433.8857776,0,180.2713451,222.8115747,547.1303795,540.6236636,274.2954763,220.7143025,500.5821794,249.2253716,617.7620238,303.4533536,628.1993225,199.05554,351.8876641,484.8130808,423.9057669,322.7306097,402.7809072,484.3046916,339.7188115,405.7118716,328.7157025,219.3594149,397.6005906,515.3236407,374.8500078,303.5208739,451.2263355,327.9524083,388.1573368,616.4345758,432.2487111,712.7139935,443.1187211,533.4411652,338.1261154,467.2721668,578.0766222,672.5025417,128.7050998,278.6459325,290.7568676,460.8054378,458.3445837,339.3464858,217.4076802,324.7640248,539.2615424,136.8284143,392.4494364,372.4987393,254.9528798,315.6947268,234.9591464,177.0879605,439.9561806,369.8743447,503.6110052,385.9612071,354.0001328
Kern County,837.4962608,915.9566097,631.1378316,745.1210839,857.3400876,902.0917667,465.7817784,613.6348047,452.4553796,762.2105099,734.9780094,729.2635738,347.6094934,565.9833894,527.9733341,382.5606604,376.3428134,384.5114245,542.9413667,355.1729245,527.0175844,405.5378862,847.8299268,414.5441374,177.9207108,573.4287856,676.0178808,402.4963401,180.2713451,0,126.99891,547.8060962,620.3112613,134.8432975,226.4627302,467.5738871,268.9227139,616.0881911,272.3189071,715.751773,285.9782341,253.512515,474.9912441,474.9343786,205.2655181,449.2339921,548.4456936,307.7520671,415.8674068,254.333814,238.1185982,314.6370151,466.6539963,366.4401956,155.8425908,398.9254737,149.5693874,337.4206131,668.142213,496.2480622,768.7557279,432.5365975,513.7333982,319.4108834,487.5058992,614.134931,703.4064187,98.20685978,317.1560518,115.8579908,465.45683,493.7135499,467.8320265,348.7675629,403.2903241,708.4886907,287.6594786,558.4788902,527.5353613,429.1130094,410.8010145,353.5869609,354.7175444,567.0114651,460.3669988,604.5821797,565.0460951,432.72867
Kings County,934.7238592,1037.993891,724.17456,858.757107,974.6783337,1016.483312,587.6639538,734.0689904,547.7318994,860.0086268,859.3585939,849.612193,221.9392983,675.5569052,653.8877342,255.8435231,283.4738588,273.8876449,429.2163545,243.911721,405.8206726,279.5617755,729.0110238,308.2857194,77.89630684,453.4375049,611.0313281,529.4751456,222.8115747,126.99891,0,423.8022509,521.7438357,251.9417573,126.6026863,340.630305,166.7453197,491.1099853,148.7535961,618.7950782,221.3291008,135.9560639,350.1200043,368.3315183,324.9474191,341.8980855,444.7198481,434.4338996,296.8097613,128.5135578,355.7716112,438.60253,340.0702549,244.1709664,95.36494406,272.2755188,171.9413575,210.4399582,556.197649,394.5817649,656.8283255,308.1642146,387.3576628,196.5008799,369.1837396,497.8355504,584.319718,94.49447857,217.11813,200.3867713,343.5535263,380.1511837,408.6914078,431.4130788,315.5027071,683.9625585,271.3982603,533.6528368,489.8466287,473.5681187,332.4886233,298.6266278,364.8240776,500.8640828,375.1437515,518.5110002,570.0612937,342.5976501
Lake County,1242.466888,1422.706357,1033.457683,1218.254082,1343.122387,1373.998221,980.7265104,1118.578229,878.3842702,1173.275047,1256.272271,1231.160617,240.4242016,1031.01566,1060.547968,176.638069,260.6439112,195.3565984,117.1112511,215.128217,44.8747357,147.8756004,315.2759414,194.4154415,375.2902519,63.78003649,468.7494192,945.1121012,547.1303795,547.8060962,423.8022509,0,255.5233146,675.6376086,335.5317796,115.9746605,299.7182018,70.71574804,275.5945541,326.6433474,361.4576658,341.4959615,74.83697699,171.7126824,748.7113795,174.7470459,192.6874968,848.1107891,141.4329565,312.3560086,749.4228845,861.9783739,154.0865538,181.9017657,459.9229748,189.6722722,561.0859037,227.9207067,194.6809153,198.6985658,277.818868,115.6581228,65.21730114,228.4157249,90.26633122,122.8580037,175.5135725,472.5749261,269.7262493,617.1574637,86.43939223,122.4439487,388.7144767,751.9942013,271.9520294,668.4786261,468.7858775,563.7106892,497.0806494,706.0056367,306.5474223,380.6702185,561.0341784,399.674111,279.9884547,320.0085508,676.3004649,258.8049822
Lassen County,1140.325861,1384.178115,944.4499173,1160.138508,1288.87655,1307.76459,971.599764,1091.480839,818.5204013,1078.652446,1239.319129,1195.550046,429.2527946,979.3920909,1066.582184,359.2250345,244.0381468,253.2587418,143.4578099,282.1835633,219.604738,331.6083076,304.9510547,215.3704406,448.3763627,195.280814,223.2501568,973.8956746,540.6236636,620.3112613,521.7438357,255.5233146,0,754.9337058,397.7743025,348.0609736,355.7926764,278.9330168,392.1865403,97.22551437,346.5152688,501.8183155,285.8368659,158.7519616,823.0155689,184.6480315,82.69527756,878.4201265,259.7646514,458.7582587,759.9799659,921.7527587,391.9340046,314.6850648,593.5352692,397.1881746,689.5873993,399.8621059,119.1741341,127.5553332,186.2326582,295.0822435,313.4967503,352.7071064,208.560711,150.904759,209.6474129,524.7682641,305.5822334,719.6299038,251.7501295,172.4302713,240.3403114,699.8401882,219.944843,445.8189365,416.6537009,378.37895,317.1724213,603.8413965,225.0053237,309.8732104,471.6039793,190.1113903,170.8378087,81.55455284,508.4858821,189.8978069
Los Angeles County,811.5577044,833.1962769,618.0150821,688.1656377,789.1588666,840.6987649,392.9184517,540.9480771,444.5846916,736.9597564,645.2285387,654.4186689,461.12497,523.6349904,433.3499238,505.169797,510.9052372,518.5555695,676.6385894,489.014483,657.4579526,530.3586599,979.9035425,549.1887009,311.8164251,704.6882651,801.9703618,298.2124757,274.2954763,134.8432975,251.9417573,675.6376086,754.9337058,0,360.9947151,588.0517423,403.5220202,742.4600357,400.6462446,850.1249168,417.2378752,358.5661794,601.6953439,609.6211711,73.15417654,583.8322424,683.2862439,214.7486321,547.4314724,370.8443985,204.275446,189.5658666,581.628932,495.9420945,239.3874826,515.073305,167.5394283,457.0223373,802.344184,631.0864386,903.0227338,559.9798224,637.0840605,448.3477478,619.5427427,747.1456687,835.2672729,230.864997,451.9729415,82.06521088,595.3306559,627.3804297,593.9267646,370.6775906,537.2172311,813.458831,402.3658262,666.5922669,643.3098716,489.6584624,543.0547449,480.5884717,449.339963,694.3390769,593.602461,737.3508309,653.0842346,566.828555
Madera County,941.0493442,1090.577143,728.8477453,893.5103044,1015.757381,1050.797624,645.8578929,785.680023,561.5151828,868.4143048,921.371149,899.3680463,201.3675264,706.4140481,725.101445,197.0565856,157.0607354,158.5042365,317.173233,129.733491,308.436485,209.4850607,624.0678704,188.2171459,50.61110323,352.3582936,487.1971517,611.8990934,220.7143025,226.4627302,126.6026863,335.5317796,397.7743025,360.9947151,0,279.9512581,42.56514998,405.9844005,86.1918092,494.4219272,110.0277359,176.3485048,268.2300504,248.6826533,431.6685269,222.8379268,323.1736388,514.5970601,196.2918483,136.1471962,413.9501603,538.2811401,295.3285015,156.5364298,212.3013298,232.9707614,298.3450817,171.8650672,441.7555175,271.6734609,542.3261895,225.6068628,314.8259199,117.4392996,265.4332674,389.3296295,480.382917,139.1172133,92.21138581,321.8660406,249.6677099,268.0851897,289.428176,436.3812175,188.9121113,578.4835819,197.229299,431.2922014,380.3789443,434.0703461,207.2401689,186.5955604,301.8825941,377.4280037,248.5819059,391.9454412,489.069563,216.0783885
Marin County,1216.96466,1367.263709,1005.275467,1173.320864,1295.016115,1330.693982,919.3956109,1062.126504,840.7358391,1145.259328,1193.942467,1176.618468,132.6625345,986.3090929,991.92571,85.90893166,264.7713465,187.812468,205.001205,191.665812,132.7600913,71.16169426,426.4673528,209.2439564,308.4210766,174.9927462,543.2085455,869.8449601,500.5821794,467.5738871,340.630305,115.9746605,348.0609736,588.0517423,279.9512581,0,254.5730449,164.9811064,202.0578852,430.1102002,339.5578775,238.0186346,62.50879321,220.3774628,661.0395144,208.7235543,272.2230779,774.2187014,130.475023,217.3333325,685.9613709,777.0628838,43.97284858,129.7943541,360.3690916,78.12497472,459.8965259,131.0515913,307.1765423,256.6693614,393.6230017,74.46059286,54.93359277,162.5220162,142.1021635,234.8770484,290.393484,405.6613367,243.5926363,523.0728377,101.3960946,182.1067614,422.0308069,714.9931704,289.0617738,720.3463623,449.5511651,598.7265697,533.6454778,693.5425005,326.9332128,381.3859934,550.7928134,458.1068222,319.0606801,398.9057669,696.9933798,287.8897004
Mariposa County,962.4649684,1123.505988,750.7109014,922.6693836,1046.145147,1079.444498,681.1078453,819.0761558,587.0305038,890.6867739,956.6324705,932.0434452,195.3635918,735.3261523,762.5615426,176.349158,117.3781318,116.8291952,275.3936678,88.88054067,270.216772,183.413914,582.9998078,145.6695146,92.81522655,312.8218326,453.3891085,651.4755552,249.2253716,268.9227139,166.7453197,299.7182018,355.7926764,403.5220202,42.56514998,254.5730449,0,370.4196606,82.83690041,452.613474,99.01401427,193.4479287,235.6069061,206.1248947,474.0681027,180.3195616,280.6883427,554.1286906,158.7964472,148.9723423,450.5604449,580.0818232,275.1751027,126.2139526,247.5968446,217.6000969,337.4445494,161.7753889,399.4671317,229.3515465,499.9780844,193.9463452,284.4124015,96.07173348,225.8320894,348.0072265,439.7377508,179.9122901,50.4004414,363.9043875,213.322853,226.4594358,261.5701728,460.9470261,150.8091468,557.9486717,202.0405806,413.8022771,359.0058778,444.8728172,173.1235387,168.0891741,306.7464962,344.500378,210.4795588,352.4815641,482.1007953,176.6151814
Mendocino County,1310.246271,1493.391803,1101.873441,1288.46961,1413.520757,1444.031943,1051.378815,1189.290519,948.1489103,1241.529482,1326.927981,1301.840289,296.8608394,1101.284656,1130.836061,238.9951606,327.441523,265.0848172,159.9635354,285.6509505,107.5017813,212.2679846,263.5439723,261.0503221,445.0082679,91.29328285,500.5928417,1014.647509,617.7620238,616.0881911,491.1099853,70.71574804,278.9330168,742.4600357,405.9844005,164.9811064,370.4196606,0,343.8030772,332.7756692,430.828403,401.0908312,141.1019885,230.1453739,815.6050207,237.8212205,232.4637657,917.7660657,212.1119055,375.5878925,819.9267776,929.685449,192.9340876,251.4250841,521.9467315,242.9913911,622.4939404,289.5360559,189.6698731,251.1012871,251.720123,183.659783,110.3239568,297.1811489,156.1131808,129.0464421,138.0090961,542.5517496,340.0368959,681.8184024,157.1547311,181.3436025,444.5260499,821.8254664,335.6424023,711.8367051,537.2037084,616.250425,549.7814953,772.250645,368.4860764,446.2328481,627.4332321,443.4511383,336.4739592,352.6629656,733.4478502,319.5104864
Merced County,1025.995312,1165.247317,813.7296366,973.2427443,1093.989139,1130.884477,717.4124804,860.1141932,644.7325254,953.0426686,992.1478239,974.6992396,115.6937792,786.6721153,791.2974361,116.4790835,178.1960824,138.9859647,285.2457208,110.8948113,257.1738435,134.9969004,580.760068,177.6596262,106.4109065,305.0810129,518.9069352,671.8366561,303.4533536,272.3189071,148.7535961,275.5945541,392.1865403,400.6462446,86.1918092,202.0578852,82.83690041,343.8030772,0,489.0479115,181.5306892,118.5785318,202.7346629,233.8481945,473.580021,207.6260582,311.1917336,575.3737571,149.7442407,72.50729636,484.0253486,586.3893602,212.2536451,95.49381271,202.722752,147.8596149,301.8628517,85.7593574,412.5833109,265.4569244,512.6412862,160.2177638,243.4984972,47.77235729,222.0118682,351.2986954,436.1090621,203.6989225,113.6120514,346.4156983,194.8301333,237.0615197,337.3364066,520.4039903,213.7226874,637.7034334,280.289891,495.2657085,438.8627154,519.7390529,243.0974603,250.2061593,385.3521331,412.6957767,270.4812845,404.0725736,564.8257014,233.8426151
Modoc County,1194.825985,1456.128207,1005.500318,1228.296226,1357.191811,1372.529289,1053.07046,1168.089859,889.8587509,1136.339015,1317.258852,1269.368426,521.2346019,1050.939873,1150.305532,450.500163,339.5077973,350.2368458,226.8671145,379.301776,297.7759361,421.8372101,273.4853977,312.5496986,545.0326956,263.0098685,216.729016,1062.084905,628.1993225,715.751773,618.7950782,326.6433474,97.22551437,850.1249168,494.4219272,430.1102002,452.613474,332.7756692,489.0479115,0,438.1524626,597.4390193,369.3834943,255.2773238,917.4971213,281.4219466,178.2046911,967.478453,353.4634467,554.899494,847.0522974,1014.335886,473.2344978,409.4870034,690.6653168,485.7393266,786.8125559,493.2734299,144.4556072,224.7805833,150.9332967,384.1689029,389.4050048,448.8442905,296.3154469,206.8979572,226.5493278,619.5152381,402.3096506,816.2713194,339.2145551,263.6566913,308.5204308,775.0873648,313.3388867,450.6099023,499.5012305,415.114394,361.9859385,667.0107765,313.5820953,394.1683827,543.1217968,232.3016778,259.9501736,130.1408462,547.9324207,283.4895523
Mono County,882.7813846,1069.319364,672.7116988,858.9179995,984.9856313,1013.771249,637.7870321,768.0028341,517.4893206,812.7167776,911.1204323,877.9597723,294.0960929,672.1756393,727.4954498,268.5842298,112.5037945,166.1724068,306.1114044,150.6317784,324.3059903,269.8511487,611.998197,174.0182888,145.7476188,358.6719939,393.5340706,628.6984749,199.05554,285.9782341,221.3291008,361.4576658,346.5152688,417.2378752,110.0277359,339.5578775,99.01401427,430.828403,181.5306892,438.1524626,0,285.6197677,308.5538481,225.269228,481.7581231,205.1776124,285.8487539,532.6047342,223.5030231,243.5346315,416.8743203,576.1976656,365.7092882,210.2570501,314.4019292,312.7401263,389.9500476,259.8878079,417.4292769,233.4699965,514.2096545,270.9964194,360.2806524,191.173549,275.9476361,380.0993953,474.6750129,187.7718014,96.23017959,396.2082,277.4764352,262.1382039,187.9700006,391.3336562,127.2361816,468.9024802,110.1777921,321.2791802,271.4688926,353.984857,126.1816414,77.9125372,211.9480625,283.4889874,178.439115,320.5932126,383.3329507,157.1025049
Monterey County,1069.876236,1169.427269,858.8556701,994.0153404,1108.893883,1151.628691,719.1461886,866.6311986,683.0954858,995.3087687,988.1699251,982.2702652,105.761331,811.326883,779.9747739,165.2022504,296.7743604,251.8959452,381.7630993,226.2193575,336.5624857,195.0724481,656.5799173,291.3124888,159.3252847,385.8239094,637.4286319,650.8369464,351.8876641,253.512515,135.9560639,341.4959615,501.8183155,358.5661794,176.3485048,238.0186346,193.4479287,401.0908312,118.5785318,597.4390193,285.6197677,0,267.4157362,343.3143443,430.3921387,318.0926002,419.4291852,558.638467,245.7405103,46.07175288,489.2235104,547.978016,224.9225784,188.5006222,123.1351289,160.9054306,221.8779036,114.0526593,506.6167764,377.5076434,603.8980866,232.0712278,291.2085114,149.6294907,312.784203,439.4665636,514.5091579,227.3187553,231.4542373,288.0630924,276.1582406,336.9326176,453.9761103,565.1675847,332.3008832,751.2429409,369.0600708,605.9664611,552.3477088,593.9348537,361.2107424,360.1115003,471.4300884,531.2339991,388.8305279,519.9765212,664.7981156,352.051605
Napa County,1191.139786,1358.498293,980.5705408,1158.08057,1281.746151,1314.65081,913.9923134,1053.746789,820.8678903,1120.656533,1189.453599,1167.152338,168.5378037,970.7183402,991.5077459,102.2409943,220.118548,145.7243151,143.2090644,158.0141613,74.96306162,73.06909897,389.1960225,158.6475,304.9543972,121.9837531,481.6431242,874.0514486,484.8130808,474.9912441,350.1200043,74.83697699,285.8368659,601.6953439,268.2300504,62.50879321,235.6069061,141.1019885,202.7346629,369.3834943,308.5538481,267.4157362,0,160.6844597,674.8177112,152.0409458,209.7316748,777.3163581,86.01669784,237.5324019,681.6061972,788.6414786,106.4787429,111.8892366,385.1599027,121.5382639,486.3709218,153.5188322,251.7316763,196.0089195,343.033077,42.95474887,52.25796979,156.406075,79.80291125,180.2110309,247.4406076,402.8230721,213.0938032,542.4572199,41.50108365,120.0701599,369.081547,694.4635836,239.8595417,663.4533705,418.3146311,546.2445519,480.4008732,660.2580132,277.2096801,340.1435884,515.8430526,398.9123839,263.3590503,336.6639972,649.7429612,234.6113626
Nevada County,1087.025292,1293.147156,881.2650514,1079.064765,1206.19798,1232.196487,862.9687196,992.8313927,735.8927929,1019.982275,1136.373254,1102.045944,276.0986163,893.3794149,951.5777434,208.671615,112.7958958,95.49896095,82.21720648,125.1585674,126.9752342,184.3745553,387.0343108,60.491986,298.5058338,144.0346496,324.399627,848.3499225,423.9057669,474.9343786,368.3315183,171.7126824,158.7519616,609.6211711,248.6826533,220.3774628,206.1248947,230.1453739,233.8481945,255.2773238,225.269228,343.3143443,160.6844597,0,679.9011432,26.51704286,77.39009737,751.3467203,106.3371195,300.0239452,639.7957512,784.2033797,263.0101684,157.6316099,435.9658866,251.5862521,533.3100954,244.4692905,195.4372901,37.73427209,295.1083965,152.898385,205.2573431,193.9951078,85.48884846,155.2591533,249.8065731,383.4316551,158.2345755,568.1610542,119.4879998,49.40294357,217.0148856,611.1385142,109.3756453,503.658136,320.9802746,392.5729591,326.0111966,546.4871684,139.109608,221.4966762,402.7306915,238.2292178,108.3083112,185.5625476,504.8315075,89.65307038
Orange County,782.2975294,775.3746716,598.3468623,644.1138284,738.5315012,793.0393829,345.8586468,490.6871851,432.5248548,708.9188406,585.3113347,601.6463161,533.6093832,490.0795211,373.3225473,578.2952215,579.1009629,589.773265,748.1542671,560.4007457,730.2064972,603.5125093,1052.280595,619.5893405,383.1170985,777.2669699,860.3368249,235.7371141,322.7306097,205.2655181,324.9474191,748.7113795,823.0155689,73.15417654,431.6685269,661.0395144,474.0681027,815.6050207,473.580021,917.4971213,481.7581231,430.3921387,674.8177112,679.9011432,0,654.3204762,752.7738583,164.3036634,619.882062,443.7653553,196.8986929,117.9132528,654.090934,568.7888474,309.7709133,587.7490045,229.2856204,530.0355468,873.3959991,700.3095415,973.9922427,633.0566328,710.2067235,521.244067,691.8718231,819.0946887,907.6979314,298.2688496,521.8530747,146.2392057,668.160065,698.9140118,653.2714753,378.2736556,604.1790477,857.2182777,456.4508087,713.4154677,695.1732564,512.8702383,607.9349717,541.3393078,491.6110267,754.2002903,659.4757413,802.3496117,688.1986827,634.0085655
Placer County,1074.345922,1274.331088,867.4063876,1061.997094,1188.730256,1215.7973,841.9739291,973.1732194,719.2571023,1006.558784,1115.920941,1083.039459,254.1428365,875.8330197,929.5383181,188.4507908,93.83716361,69.03083413,101.1051761,98.64389459,131.3129869,166.0646099,409.1043331,34.79404905,272.4624532,156.4097017,341.3884843,824.9130005,402.7809072,449.2339921,341.8980855,174.7470459,184.6480315,583.8322424,222.8379268,208.7235543,180.3195616,237.8212205,207.6260582,281.4219466,205.1776124,318.0926002,152.0409458,26.51704286,654.3204762,0,103.8072693,727.7935429,86.60383376,274.4280942,617.4197118,759.2271374,250.0644007,134.1357408,409.567072,232.9951346,506.8081494,221.5422584,219.9026683,59.80054611,320.0554772,137.740834,200.066233,168.5418627,84.78137146,175.2976503,269.7478195,358.4074201,133.1694788,541.8096436,110.6296488,58.36651419,218.0555935,593.9236658,97.82988291,511.8795283,304.6651561,395.0455047,328.895784,534.9586416,131.8020999,208.89138,390.4290026,250.131784,111.3275446,206.7524123,502.8775882,84.76143773
Plumas County,1120.007289,1344.030796,918.3706834,1125.051055,1253.138628,1275.888983,921.1792391,1046.748598,781.6859519,1055.343826,1192.457405,1153.796438,346.9483699,941.2540386,1012.801176,277.2787984,176.1123773,172.8378544,75.66547452,202.3605081,151.2249735,250.2405299,332.0074171,136.4740087,373.4715356,141.5500969,276.493639,914.0607398,484.3046916,548.4456936,444.7198481,192.6874968,82.69527756,683.2862439,323.1736388,272.2230779,280.6883427,232.4637657,311.1917336,178.2046911,285.8487539,419.4291852,209.7316748,77.39009737,752.7738583,103.8072693,0,817.5726335,177.1611174,376.7041188,702.7129408,854.931446,316.1718114,232.015973,513.3533056,316.4899103,610.5453696,317.2327963,134.0228785,52.92279089,228.4191217,214.582719,243.6207884,270.6436475,130.3659053,120.7411012,207.377311,455.0260147,231.3918416,644.0555918,172.9195907,91.81737645,224.5808167,659.2589876,159.6952117,479.524654,369.9533415,387.8005307,322.1287281,579.0499734,176.3967549,264.3967145,439.4194057,210.9887053,127.090767,128.4363212,510.6657576,131.259088
Riverside County,623.9561738,618.750882,451.2199805,479.8175454,575.7282996,629.176508,181.5720535,327.4878183,302.0393399,551.9462937,432.0862977,440.0326606,655.2804386,330.5942491,221.6145424,688.6769423,641.7099212,670.1891891,827.2050634,642.9941665,822.9489388,710.1531587,1135.976671,693.4387473,472.8232696,866.8013744,873.9876026,97.34743498,339.7188115,307.7520671,434.4338996,848.1107891,878.4201265,214.7486321,514.5970601,774.2187014,554.1286906,917.7660657,575.3737571,967.478453,532.6047342,558.638467,777.3163581,751.3467203,164.3036634,727.7935429,817.5726335,0,710.7502205,562.0746618,126.433608,106.4437241,774.3853194,666.360219,446.7015153,706.6325855,382.2873599,644.7713535,946.6062947,764.7737325,1045.207331,734.420338,818.7021574,620.9213046,779.8110321,900.8675144,993.5615714,375.8767796,595.8342306,296.8124349,763.3109143,779.0992877,676.5413781,290.5604476,659.840915,826.0927646,473.6395776,695.1555065,692.3766721,446.2045519,654.2054437,574.6742298,472.8194052,775.9598424,708.2444891,843.3283019,640.1097801,689.6738765
Sacramento County,1106.279161,1281.280518,896.1285362,1077.369148,1201.951965,1233.398442,839.8665947,977.2147501,738.3949281,1036.164636,1115.371951,1089.731214,170.2600423,890.0639905,921.0198655,102.3679081,135.4801581,59.79629606,137.0784623,74.124244,112.2018407,79.57938552,432.4793673,79.36353062,239.3978758,157.5660836,427.9828157,808.0089238,405.7118716,415.8674068,296.8097613,141.4329565,259.7646514,547.4314724,196.2918483,130.475023,158.7964472,212.1119055,149.7442407,353.4634467,223.5030231,245.7405103,86.01669784,106.3371195,619.882062,86.60383376,177.1611174,710.7502205,0,205.755858,609.2513773,730.3699062,168.4621795,57.57850863,349.9060625,146.393017,450.3481136,140.1015349,263.8798052,143.880089,363.4000897,56.05624581,138.2630279,103.0443118,72.40300682,201.5603439,287.8365896,334.927737,129.258775,495.9213354,55.12894137,91.19310409,292.0540917,611.9400633,158.5874501,592.5401649,332.8473383,468.436327,403.6229757,574.3146412,196.4585071,254.6224904,429.8405743,335.0559773,191.6656858,291.8372818,567.1902123,158.6433842
